node1,node2,weight
Flipping Out,Relative Success with Tabatha Coffey,26
Flipping Out,Top Chef,74
Flipping Out,Real Housewives of Orange County,66
Flipping Out,Thicker Than Water,33
Superbook,Superlibro,27
Superbook,The Grace Helbig Show,12
Superbook,The 700 Club,69
Superbook,Batang Superbook,62
Superbook,700 Club Canada,67
Superbook,Superbook,41
Superbook,الكتاب العظيم,74
Superbook,700 Club Interactive,55
Terra X,ZDF heute-show,23
Terra X,Frontal21,36
Terra X,ZDF log in,58
Terra X,WISO,78
Terra X,ZDF Leute heute,13
Terra X,Wissen vor acht,83
Terra X,37 Grad,66
Terra X,It Takes A Sister,21
Terra X,Human Giant,16
Terra X,Te Peguei,12
Terra X,Die Küchenschlacht,28
Terra X,ZDF-Fernsehgarten,52
Terra X,Mi Marido Tiene Familia,71
Terra X,"""Elefant  Tiger & Co""",72
The Jetsons,Marine Boy (1968),44
The Jetsons,The Flintstones,40
The Jetsons,The O.C.,32
The Jetsons,MADtv,10
The Jetsons,Blade the Series,37
The Jetsons,Tom and Jerry,11
The Launch,Don't Tell The Bride,5
The Launch,The Social,93
Germany's next Topmodel,taff,86
The Voice Kids - Brasil,Mais Caminhos - EPTV,89
The Voice Kids - Brasil,Mistura com Rodaika,34
The Voice Kids - Brasil,BBB,64
The Voice Kids - Brasil,The Voice Global,68
The Voice Kids - Brasil,Tá no Ar,65
The Voice Kids - Brasil,SuperStar,17
Vetenskapens värld,Intresseklubben,51
Vetenskapens värld,Zur Sache Baden-Württemberg,65
Vetenskapens värld,tagesschau,59
Vetenskapens värld,Report Mainz,92
Vetenskapens värld,Zur Sache Rheinland-Pfalz,52
Vetenskapens värld,Markt,72
Vetenskapens värld,quer,66
Vetenskapens värld,Plusminus,9
Vetenskapens värld,ARD-Buffet,69
Vetenskapens värld,Servicezeit,8
Fratelli di Crozza,Sisters,27
Fratelli di Crozza,The Bold and the Beautiful,39
Fratelli di Crozza,MasterChef Australia,5
Fratelli di Crozza,The Bachelorette Australia,46
Fratelli di Crozza,Australian Survivor,28
Fratelli di Crozza,Have You Been Paying Attention?,81
Fratelli di Crozza,The Living Room,10
Fratelli di Crozza,Shark Tank Australia,10
Fratelli di Crozza,Ten Eyewitness News Perth,20
Fratelli di Crozza,The Biggest Loser Australia,45
Fratelli di Crozza,Ten News,52
Fratelli di Crozza,The Bachelor Australia,23
Storage Wars: New York on A&E,Duck Dynasty on A&E,56
Storage Wars: New York on A&E,Shipping Wars on A&E,91
Storage Wars: New York on A&E,Storage Wars: Texas on A&E,73
Storage Wars: New York on A&E,Longmire,59
Storage Wars: New York on A&E,A&E Investigates: The First 48,94
Storage Wars: New York on A&E,Hoarders on A&E,82
Storage Wars: New York on A&E,Bad Ink on A&E,31
Storage Wars: New York on A&E,Intervention,81
Storage Wars: New York on A&E,The Glades on A&E,60
Storage Wars: New York on A&E,DOG The Bounty Hunter on A&E,28
The Case of: JonBenét Ramsey,The Voice : la plus belle voix,47
The Case of: JonBenét Ramsey,Qui veut épouser mon fils ?,52
The Case of: JonBenét Ramsey,Money Drop,46
Kitchen Impossible,7Olympics,35
Kitchen Impossible,The Morning Show,57
Kitchen Impossible,Sunrise,8
Kitchen Impossible,7 News Central Queensland,15
La Voz,El Programa de Ana Rosa,5
La Voz,SoCosmo,15
La Voz,The Voice Global,7
La Voz,Got Talent España,19
La Voz,Mujeres y hombres y viceversa,86
La Voz,Aída,84
La Voz,Programa Que Tiempo tan Feliz,19
La Voz,Cazamariposas,95
La Voz,Factor X,25
La Voz,Todo el mundo es bueno,26
La Voz,Sálvame,56
La Voz,Seitenblicke,86
La Voz,El Príncipe,24
La Voz,Chiringuito de Pepe,9
La Voz,La Voz Kids España,35
La Voz,Fútbol Mediaset,6
La Voz,Home Movies,57
La Voz,La que se Avecina,38
La Voz,Hay una cosa que te quiero decir,13
eltrece - Almorzando   con   Mirtha   Legrand,Taking Fire,26
eltrece - Almorzando   con   Mirtha   Legrand,Street Outlaws,71
3sat Kulturzeit,ARD Morgenmagazin,82
3sat Kulturzeit,The Jim Jefferies Show,68
3sat Kulturzeit,Die Sendung mit der Maus,21
3sat Kulturzeit,ttt - titel thesen temperamente,86
3sat Kulturzeit,Frontal21,38
3sat Kulturzeit,3sat nano,5
Real Housewives of Orange County,Real Housewives of New Jersey,26
Real Housewives of Orange County,Queen of the South,5
Real Housewives of Orange County,Interior Therapy with Jeff Lewis,75
Real Housewives of Orange County,Game of Crowns,23
Real Housewives of Orange County,Southern Charm,91
Real Housewives of Orange County,"""Blood",12
Real Housewives of Orange County,Ελλάδα σ' αγαπώ,53
Real Housewives of Orange County,The Millionaire Matchmaker,5
Real Housewives of Orange County,Real Housewives of Atlanta,75
Real Housewives of Orange County,Vanderpump Rules,54
Real Housewives of Orange County,Real Housewives of New York City,44
Real Housewives of Orange County,Odd Mom Out,25
Real Housewives of Orange County,Home & Family,81
Real Housewives of Orange County,Below Deck,45
Real Housewives of Orange County,The New Atlanta,50
Real Housewives of Orange County,I Dream of Nene: The Wedding,67
Real Housewives of Orange County,Million Dollar Listing,16
Real Housewives of Orange County,The Real Housewives of Beverly Hills,35
Real Housewives of Orange County,Incorporated,59
Real Housewives of Orange County,Scream,60
Real Housewives of Orange County,Relative Success with Tabatha Coffey,50
Real Housewives of Orange County,Top Chef,94
Real Housewives of Orange County,Ladies of London,64
Real Housewives of Orange County,Access,19
Real Housewives of Orange County,Bethenny Ever After,78
Real Housewives of Orange County,Thicker Than Water,54
Para Todos La 2,En Portada,67
Para Todos La 2,Repor TVE,16
Para Todos La 2,La 2 Noticias,23
Domingo Espetacular Record,Câmera Record,28
Domingo Espetacular Record,Fala Brasil,58
Domingo Espetacular Record,Roberto Justus +,92
The Millionaire Matchmaker,Real Housewives of New Jersey,92
The Millionaire Matchmaker,Queen of the South,21
The Millionaire Matchmaker,Interior Therapy with Jeff Lewis,86
The Millionaire Matchmaker,Game of Crowns,9
The Millionaire Matchmaker,Southern Charm,56
The Millionaire Matchmaker,The Rachel Zoe Project,13
The Millionaire Matchmaker,"""Blood",18
The Millionaire Matchmaker,Real Housewives of Atlanta,15
The Millionaire Matchmaker,Vanderpump Rules,92
The Millionaire Matchmaker,Real Housewives of New York City,21
The Millionaire Matchmaker,Home & Family,20
The Millionaire Matchmaker,Million Dollar Listing,37
The Millionaire Matchmaker,The New Atlanta,75
The Millionaire Matchmaker,I Dream of Nene: The Wedding,61
The Millionaire Matchmaker,The Real Housewives of Beverly Hills,9
The Millionaire Matchmaker,Ελλάδα σ' αγαπώ,13
The Millionaire Matchmaker,맛있는 녀석들,10
The Millionaire Matchmaker,Relative Success with Tabatha Coffey,29
The Millionaire Matchmaker,Top Chef,73
The Millionaire Matchmaker,Ladies of London,72
The Millionaire Matchmaker,Access,64
The Millionaire Matchmaker,Bethenny Ever After,66
The Millionaire Matchmaker,Scream,45
The Millionaire Matchmaker,Thicker Than Water,12
Amor Proibido,Exathlon Brasil,30
Amor Proibido,Só Risos,38
Amor Proibido,Dia Dia,12
SoFlo TASTE,The Chew,24
WCCB News Edge,Family Guy,95
American Dream Builders,Home & Family,25
American Dream Builders,Queen of the South,32
Jonah From Tonga,MasterChef Australia,77
quer,Franken-Tatort,6
quer,Marktcheck,29
quer,Extra 3,39
quer,Heimatrauschen,64
quer,Wir in Bayern,36
quer,Woidboyz,92
quer,Unser Land,42
quer,Die Komiker,61
quer,Panorama,18
quer,report München,83
quer,Tirsdagsanalysen,94
quer,Gesundheit!,6
quer,schlachthof,8
quer,Anne With An E,69
quer,Importantissime,11
quer,ZDF heute-show,41
quer,tagesschau,75
quer,ARD Morgenmagazin,55
quer,Querbeet,58
quer,nissa,73
quer,kinokino,36
quer,Ringlstetter,75
The Price Is Right,Big Brother,78
The Price Is Right,The Bold and the Beautiful,30
The Price Is Right,The Whispers,32
The Price Is Right,Criminal Minds,86
The Price Is Right,Scorpion,24
The Price Is Right,The Talk,68
The Price Is Right,7HorseRacing,40
The Price Is Right,Celebrity Name Game,53
The Price Is Right,2 Broke Girls,87
The Price Is Right,Let's Make A Deal,81
The Price Is Right,The Late Late Show with James Corden,48
The Price Is Right,The Young and the Restless,60
The Price Is Right,Late Show with David Letterman,95
The Price Is Right,Humorously Yours,88
The Price Is Right,Blue Bloods,59
The Price Is Right,Mike & Molly,69
The Price Is Right,Person of Interest,83
The Price Is Right,TV 2 Ishockey,35
En Otra Piel,AL ROJO VIVO,27
En Otra Piel,El Señor de los Cielos,29
X Factor Brasil,Policia 24H,47
X Factor Brasil,A Liga na Band,53
X Factor Brasil,Catherine et Liliane,66
X Factor Brasil,Só Risos,70
Boomerang,Accès illimité,32
Cuines,El club de la mitjanit,27
Cuines,Aeroport,49
Cuines,Divendres,31
Cuines,Generació Digital,74
Cuines,APM?,7
Cuines,Temps d'aventura,63
Cuines,Tunnel,83
Cuines,30 minuts,70
Cuines,POLÒNIA,52
The Chris Gethard Show,Impractical Jokers,73
The Chris Gethard Show,Broad City,35
Redneck Island,CMT Crossroads,35
Redneck Island,My Big Redneck Family,49
Redneck Island,CMT Hot 20 Countdown,5
Redneck Island,CMT Artists of the Year,6
Redneck Island,Reba,68
Redneck Island,Party Down South,90
Redneck Island,CMT Music Awards,15
Happy,Minute to Win It,64
Happy,The Biggest Loser,40
Happy,30 Rock,56
Happy,Chuck,77
Happy,The New Celebrity Apprentice,76
Happy,Parenthood,17
Happy,Who Do You Think You Are?,17
Happy,Law & Order:  Special Victims Unit,18
Happy,Jay Leno,29
Happy,Saturday Night Live,85
Real Housewives of Atlanta,Bethenny Ever After,22
Real Housewives of Atlanta,Interior Therapy with Jeff Lewis,76
Real Housewives of Atlanta,Game of Crowns,69
Real Housewives of Atlanta,Strut,65
Real Housewives of Atlanta,Southern Charm,13
Real Housewives of Atlanta,"""Blood",70
Real Housewives of Atlanta,Real Housewives of New Jersey,10
Real Housewives of Atlanta,PopStar,85
Real Housewives of Atlanta,Real Housewives of New York City,76
Real Housewives of Atlanta,Million Dollar Listing,65
Real Housewives of Atlanta,Don't Be Tardy,68
Real Housewives of Atlanta,Below Deck,30
Real Housewives of Atlanta,The Real,66
Real Housewives of Atlanta,The New Atlanta,36
Real Housewives of Atlanta,I Dream of Nene: The Wedding,94
Real Housewives of Atlanta,The Real Housewives of Beverly Hills,38
Real Housewives of Atlanta,Scream,13
Real Housewives of Atlanta,Relative Success with Tabatha Coffey,93
Real Housewives of Atlanta,Ladies of London,46
Real Housewives of Atlanta,Access,40
Real Housewives of Atlanta,Thicker Than Water,41
Real Housewives of Atlanta,Top Chef,49
Real Housewives of Atlanta,Ελλάδα σ' αγαπώ,6
Real Housewives of Atlanta,Vanderpump Rules,32
The Maxx,Celebrity Deathmatch,24
The Maxx,Aeon Flux,21
The Maxx,Beavis and Butt-Head,93
tvN 쿨까당,tvN 리틀빅히어로,58
Blade the Series,Static Shock,44
Blade the Series,DC Cartoons,95
Blade the Series,Veronica Mars,40
Blade the Series,The New Adventures of Old Christine,33
Blade the Series,The O.C.,74
Blade the Series,The Flintstones,28
Blade the Series,MADtv,94
Blade the Series,Tom and Jerry,94
Blade the Series,Batman: The Animated Series,31
Blade the Series,Gilmore Girls,78
Blade the Series,Lois & Clark,35
Blade the Series,FRIENDS (TV Show),32
The Great Australian Spelling Bee,The Living Room,33
BBC Breakfast,Victoria Derbyshire,21
BBC Breakfast,BBC Look North (North East & Cumbria),80
BBC Breakfast,The Inbetweeners,36
BBC Breakfast,도깨비,90
BBC Breakfast,BBC Casualty,66
BBC Breakfast,BBC Doctors,83
BBC Breakfast,BBC Archive,66
BBC Breakfast,Imaginary Mary,82
BBC Breakfast,BBC Newsline,33
BBC Breakfast,Sueño de Amor,89
BBC Breakfast,Coronation Street,60
BBC Breakfast,BBC Panorama,35
BBC Breakfast,El Chavo Univision Puerto Rico,47
Les jeunes loups,Téléroman O',50
Les jeunes loups,Le Banquier,66
Les jeunes loups,Ça va chauffer,44
Les jeunes loups,Gala Artis,30
Les jeunes loups,Faites-moi confiance,27
Don't Trust the B in Apt 23,GCB,58
Don't Trust the B in Apt 23,Extreme Weight Loss,77
Don't Trust the B in Apt 23,The Bachelorette,6
Don't Trust the B in Apt 23,Wipeout,38
Don't Trust the B in Apt 23,Rookie Blue,41
Don't Trust the B in Apt 23,Modern Family,34
Don't Trust the B in Apt 23,Body of Proof,91
Don't Trust the B in Apt 23,Revenge,62
Don't Trust the B in Apt 23,The Chew,34
Don't Trust the B in Apt 23,Shark Tank,84
Don't Trust the B in Apt 23,Dancing with the Stars,13
Don't Trust the B in Apt 23,Private Practice,85
Don't Trust the B in Apt 23,Suburgatory,28
Don't Trust the B in Apt 23,Duets,82
Don't Trust the B in Apt 23,Secret Millionaire,70
Don't Trust the B in Apt 23,The View,14
Don't Trust the B in Apt 23,The River,34
tvN 문제적남자,코미디빅리그,93
tvN 문제적남자,tvN 수요미식회,77
tvN 문제적남자,L.A. Hair,55
Kontraste,tagesschau,39
Kontraste,Report Mainz,14
Kontraste,Mi Marido Tiene Familia,88
Kontraste,Revenge France,88
Kontraste,Brandenburg aktuell,68
Kontraste,Panorama,6
Kontraste,report München,76
Kontraste,AUSSENSEITER SPITZENREITER,44
Kontraste,exakt / FAKT,79
Kontraste,zibb,29
Kontraste,WISO,83
戲說台灣-iset三立,紀錄觀點,72
Now With Alex Wagner,The Last Word With Lawrence O'Donnell,54
Now With Alex Wagner,Game of Thrones,57
Now With Alex Wagner,MSNBC Your Business,85
Now With Alex Wagner,Andrea Mitchell Reports,17
Now With Alex Wagner,The Rachel Maddow Show,33
Now With Alex Wagner,Downton Abbey,22
Now With Alex Wagner,Up on MSNBC,44
Now With Alex Wagner,Smash,15
Now With Alex Wagner,Jour Polaire,80
Now With Alex Wagner,Alex Witt,8
Now With Alex Wagner,The Voice,12
Now With Alex Wagner,MSNBC Live with José Díaz-Balart,75
Now With Alex Wagner,PoliticsNation with Al Sharpton,58
Kinetic Content: Betty White’s OTR,Law & Order:  Special Victims Unit,90
Kinetic Content: Betty White’s OTR,Smash,32
Kinetic Content: Betty White’s OTR,Sean Saves the World,7
Kinetic Content: Betty White’s OTR,The Biggest Loser,88
Kinetic Content: Betty White’s OTR,30 Rock,53
Kinetic Content: Betty White’s OTR,Chuck,49
Kinetic Content: Betty White’s OTR,The New Celebrity Apprentice,9
Kinetic Content: Betty White’s OTR,Parenthood,60
Kinetic Content: Betty White’s OTR,The Taste,25
Kinetic Content: Betty White’s OTR,The Voice,95
Kinetic Content: Betty White’s OTR,Jay Leno,54
The Bold and the Beautiful,Big Brother,82
The Bold and the Beautiful,Survivor,65
The Bold and the Beautiful,Studio 10,50
The Bold and the Beautiful,Troldspejlet,36
The Bold and the Beautiful,7HorseRacing,40
The Bold and the Beautiful,Let's Make A Deal,86
The Bold and the Beautiful,The Talk,23
The Bold and the Beautiful,The Young and the Restless,37
The Bold and the Beautiful,Greenleaf OWN,23
The Bold and the Beautiful,Koffietijd / 5 Uur Live,23
The Bold and the Beautiful,Humorously Yours,58
The Bold and the Beautiful,The Spoils Before Dying,46
The Bold and the Beautiful,Zoo,67
Outlander,Da Vinci's Demons,45
Outlander,Magic City,42
Outlander,Access,80
Outlander,The White Princess,61
Studio 10,The Cafe,68
Studio 10,Sisters,91
Studio 10,MasterChef Australia,79
Studio 10,Anastasia and Faye,63
Studio 10,Australian Survivor,25
Studio 10,Have You Been Paying Attention?,63
Studio 10,The Living Room,25
Studio 10,Shark Tank Australia,35
Studio 10,The Bachelorette Australia,7
Studio 10,Ten Eyewitness News Perth,18
Studio 10,The Biggest Loser Australia,69
Studio 10,Ten News,47
Studio 10,The Bachelor Australia,25
Goodbye Deutschland! Die Auswanderer,The Real,9
Glee,Pitch,58
Glee,Big Brother Suomi,27
Glee,DADS,47
Glee,Mulaney,24
Glee,American Music Awards,71
Glee,Girlboss,58
Glee,Beat Shazam,64
Glee,New Girl,13
Glee,Family Guy,46
Glee,The Cleveland Show,48
Glee,Surviving Jack,18
Glee,Hotel Hell,89
Glee,Houdini & Doyle,75
Glee,Tony Awards,30
Glee,The Mick,27
Glee,Touch,30
Glee,Bordertown,22
Glee,Web Therapy,56
Glee,Idaho Living,8
Glee,The Following,88
Glee,Ghosted,92
Glee,STAR,78
Glee,Ellen's Game of Games,95
Glee,Gracepoint,88
Glee,So You Think You Can Dance,59
Glee,World’s Funniest,36
Glee,The Bad Girls Club,49
Glee,Famous,34
Glee,Raising Hope,76
Glee,Coupled,20
Glee,The Last Man on Earth,5
Glee,La Previa,70
Glee,The Grinder,55
Glee,FOX Teen Choice Awards,44
Glee,Public Morals,27
Glee,Cooper Barrett's Guide to Surviving Life,33
Glee,Living Biblically,18
Glee,Enlisted,36
Glee,Party Over Here,92
Glee,Showtime At The Apollo,45
Glee,Il en pense quoi Camille ?,54
Glee,Akademi Fantasia,16
Glee,Frequency,34
Glee,You The Jury,30
Glee,My Kitchen Rules,6
Glee,Brooklyn Nine-Nine,40
Glee,10 on Top,31
Glee,Take Me Out on FOX,70
Glee,The Exorcist FOX,74
Glee,The Insider,78
Glee,Son of Zorn,38
Glee,Kitchen Nightmares,54
Glee,American Dad,55
Glee,LA to Vegas,76
Glee,Lucifer,27
Glee,Lethal Weapon FOX,22
Glee,ITV Central,80
Glee,New Year's Eve on FOX,86
Glee,Love Connection FOX,44
Glee,믹스나인 MIXNINE,27
Glee,The Simpsons,81
Glee,The Gifted,71
Glee,Bones,5
Glee,The Resident,52
Glee,The F Word,6
The Arrangement,Access,72
X-Faktor,Barátok közt,40
X-Faktor,The X Factor,52
Incorporated,Top Chef,92
Incorporated,Real Housewives of New Jersey,29
Incorporated,Real Housewives of New York City,35
Incorporated,The Real Housewives of Beverly Hills,50
Incorporated,Million Dollar Listing,59
TV 2 hjelper deg,Matkontrollen,95
Galileo,taff,54
Galileo,L'heure bleue,26
Galileo,Who Wants to be A Millionaire Philippines,29
Galileo,Galileo What The Fakt,13
Galileo,Wissen vor acht,73
Galileo,Galileo Big Pictures,70
Skal vi danse,Hver gang vi møtes,41
Skal vi danse,Allsang på Grensen,93
Skal vi danse,God kveld Norge,71
Skal vi danse,Farmen,42
Skal vi danse,Senkveld med Thomas og Harald,37
Skal vi danse,DC on The CW,25
Skal vi danse,Idol Norge,93
Skal vi danse,"""Su Nombre Era Dolores",88
The View,The Goldbergs,21
The View,Extreme Weight Loss,93
The View,The Bachelorette,57
The View,A Series of Unfortunate Events,59
The View,Sonoran Living,63
